Timestamp,Open,High,Low,Close,Volume
2014-11-13,427.2730102539063,457.0929870605469,401.12298583984375,420.7349853515625,58945000.0
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,29589200.0
2014-11-15,399.6499938964844,405.5280151367188,371.0079956054688,376.1329956054688,15727500.0
2014-11-16,374.7300109863281,390.7990112304688,374.60198974609375,387.8819885253906,11905600.0
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,41518800.0
2014-11-18,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,32222500.0
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,18931800.0
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,25233200.0
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,29850100.0
2014-11-22,351.60400390625,364.8410034179688,350.87799072265625,352.9200134277344,15273000.0
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,15151600.0
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,30930100.0
2014-11-25,376.885986328125,394.7009887695313,374.7839965820313,375.3479919433594,25442200.0
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,18601700.0
2014-11-27,370.50201416015625,373.9920043945313,368.2820129394531,369.6700134277344,8748030.0
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,22946500.0
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,15375600.0
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,9194440.0
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,11763000.0
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.3150024414063,12364100.0
2014-12-03,381.7219848632813,383.0260009765625,374.3460083007813,375.010009765625,13340100.0
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,14529600.0
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,15181800.0
2014-12-06,376.7569885253906,378.447998046875,370.9450073242188,374.7850036621094,7009320.0
2014-12-07,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,6491650.0
2014-12-08,374.9649963378906,376.0289916992188,361.885986328125,361.9089965820313,18898700.0
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,32915500.0
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,16427700.0
2014-12-11,344.3399963378906,361.3569946289063,338.76300048828125,350.5060119628906,32431300.0
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,16989800.0
2014-12-13,352.3810119628906,352.3810119628906,346.5880126953125,347.3760070800781,11675900.0
2014-12-14,346.7269897460937,353.3160095214844,345.4179992675781,351.6319885253906,12415200.0
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,17264200.0
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,30864900.0
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,37567900.0
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,39173000.0
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,23823100.0
2014-12-20,317.6189880371094,330.32501220703125,316.04400634765625,329.9559936523437,20856700.0
2014-12-21,329.5429992675781,329.6289978027344,318.90301513671875,320.8429870605469,15207600.0
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,22315100.0
2014-12-23,332.0169982910156,336.2869873046875,329.6019897460937,334.5719909667969,16574200.0
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,15092300.0
2014-12-25,322.2860107421875,322.6700134277344,316.9580078125,319.00799560546875,9883640.0
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,16410500.0
2014-12-27,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,15185200.0
2014-12-28,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,11676600.0
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,12302500.0
2014-12-30,312.718994140625,314.8089904785156,309.3729858398437,310.73699951171875,12528300.0
2014-12-31,310.9140014648437,320.1929931640625,310.21099853515625,320.1929931640625,13942900.0
2015-01-01,320.4349975585937,320.4349975585937,314.00299072265625,314.2489929199219,8036550.0
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,7860650.0
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,33054400.0
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,55629100.0
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,43962800.0
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,23245700.0
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,24866800.0
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,19982500.0
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,18718600.0
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,15264300.0
2015-01-11,274.6080017089844,279.63800048828125,265.0390014648437,265.6600036621094,18200800.0
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,18880300.0
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164065,72843904.0
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,97638704.0
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,81773504.0
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,38421000.0
2015-01-17,207.83399963378903,211.7310028076172,194.875,199.25999450683597,23469700.0
2015-01-18,200.0500030517578,218.69500732421875,194.5059967041016,210.3390045166016,30085100.0
2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164065,18658300.0
2015-01-20,212.9069976806641,215.24099731445312,205.1529998779297,211.31500244140625,24051100.0
2015-01-21,211.3780059814453,227.7879943847656,211.2120056152344,226.89700317382807,29924600.0
2015-01-22,227.32200622558597,237.0189971923828,226.4340057373047,233.406005859375,33544600.0
2015-01-23,233.5169982910156,234.84500122070312,225.1959991455078,232.8789978027344,24621700.0
2015-01-24,232.6999969482422,248.2100067138672,230.02200317382807,247.8470001220703,24782500.0
2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.71800231933597,33582700.0
2015-01-26,254.07899475097656,309.3840026855469,254.07899475097656,273.4729919433594,106794000.0
2015-01-27,273.1669921875,275.4800109863281,250.6529998779297,263.4750061035156,44399000.0
2015-01-28,263.3510131835937,266.5350036621094,227.04600524902344,233.9149932861328,44352200.0
2015-01-29,233.34800720214844,238.70599365234372,220.7120056152344,233.51300048828125,32213400.0
2015-01-30,232.77200317382807,242.8509979248047,225.8390045166016,226.4250030517578,26605200.0
2015-01-31,226.4409942626953,233.5039978027344,216.3090057373047,217.4640045166016,23348200.0
2015-02-01,216.86700439453125,231.57400512695312,212.01499938964844,226.9720001220703,29128500.0
2015-02-02,226.49099731445312,242.1750030517578,222.65899658203125,238.22900390625,30612100.0
2015-02-03,237.45399475097656,245.95700073242188,224.4830017089844,227.26800537109372,40783700.0
2015-02-04,227.5110015869141,230.05799865722656,221.11300659179688,226.85299682617188,26594300.0
2015-02-05,227.6649932861328,239.40499877929688,214.7250061035156,217.11099243164065,22516400.0
2015-02-06,216.92300415039065,230.50999450683597,216.23199462890625,222.26600646972656,24435300.0
2015-02-07,222.63299560546875,230.2989959716797,222.60699462890625,227.7539978027344,21604200.0
2015-02-08,227.6929931640625,229.43800354003903,221.07699584960935,223.41200256347656,17145200.0
2015-02-09,223.38900756835935,223.9770050048828,217.0189971923828,220.1100006103516,27791300.0
2015-02-10,220.2819976806641,221.8070068359375,215.33200073242188,219.8390045166016,21115100.0
2015-02-11,219.73199462890625,223.406005859375,218.07400512695312,219.18499755859372,17201900.0
2015-02-12,219.2079925537109,222.19900512695312,217.61399841308597,221.76400756835935,15206200.0
2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,42744400.0
2015-02-14,235.5279998779297,259.8080139160156,235.5279998779297,257.3210144042969,49732500.0
2015-02-15,257.5069885253906,265.6109924316406,227.6840057373047,234.8249969482422,56552400.0
2015-02-16,234.8249969482422,239.52099609375,229.02200317382807,233.84300231933597,28153700.0
2015-02-17,233.4219970703125,245.7749938964844,232.31399536132807,243.6100006103516,27363100.0
2015-02-18,243.77999877929688,244.25100708007807,232.33999633789065,236.3260040283203,25200800.0
2015-02-19,236.41000366210935,242.6719970703125,235.5919952392578,240.2830047607422,18270500.0
2015-02-20,240.25100708007807,247.1009979248047,239.2989959716797,243.7790069580078,23876700.0
2015-02-21,243.7519989013672,255.32000732421875,243.1840057373047,244.53399658203125,12284200.0
2015-02-22,244.54400634765625,246.3919982910156,233.8509979248047,235.9770050048828,19527000.0
2015-02-23,235.9949951171875,240.10899353027344,232.42100524902344,238.8919982910156,16400000.0
2015-02-24,238.9980010986328,239.9010009765625,236.4019927978516,238.7350006103516,14200400.0
2015-02-25,238.88999938964844,239.33999633789065,235.52999877929688,237.47000122070312,11496200.0
2015-02-26,237.3370056152344,237.7100067138672,234.2570037841797,236.42599487304688,13619400.0
2015-02-27,236.43600463867188,256.65301513671875,236.43600463867188,253.8280029296875,44013900.0
2015-02-28,253.5200042724609,254.69200134277344,249.47900390625,254.26300048828125,13949300.0
2015-03-01,254.2830047607422,261.6600036621094,245.93299865722656,260.2019958496094,25213700.0
2015-03-02,260.35699462890625,276.3009948730469,258.31298828125,275.6700134277344,40465700.0
2015-03-03,275.0459899902344,285.7959899902344,268.1610107421875,281.7019958496094,50461300.0
2015-03-04,281.989990234375,284.2250061035156,268.1260070800781,273.0920104980469,41383000.0
2015-03-05,272.739013671875,281.6669921875,264.7690124511719,276.1780090332031,41302400.0
2015-03-06,275.6000061035156,277.6080017089844,270.0150146484375,272.7229919433594,28918900.0
2015-03-07,272.29400634765625,277.85400390625,270.13299560546875,276.260986328125,17825900.0
2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,22067900.0
2015-03-09,274.81201171875,292.70098876953125,273.8930053710937,289.60699462890625,59178200.0
2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,67770800.0
2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,33963900.0
2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,32585200.0
2015-03-13,294.1180114746094,294.4979858398437,285.3370056152344,285.3370056152344,31421500.0
2015-03-14,284.4419860839844,286.3420104980469,280.9760131835937,281.885009765625,22612300.0
2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.3930053710937,11970100.0
2015-03-16,285.6849975585937,294.11199951171875,285.6849975585937,290.5929870605469,21516100.0
2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,21497200.0
2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,57008000.0
2015-03-19,255.8800048828125,264.2439880371094,248.6360015869141,260.9280090332031,52732000.0
2015-03-20,260.9559936523437,264.8479919433594,259.1619873046875,261.7489929199219,18456700.0
2015-03-21,261.6440124511719,262.1960144042969,255.6499938964844,260.0249938964844,17130100.0
2015-03-22,259.9169921875,269.7470092773437,259.5899963378906,267.9599914550781,18438100.0
2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,22811900.0
2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,40073700.0
2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.19700622558597,35866900.0
2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.5319976806641,25730000.0
2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,17274900.0
2015-03-28,246.9750061035156,254.2050018310547,246.9750061035156,252.79800415039065,16040900.0
2015-03-29,252.7400054931641,253.13900756835935,240.8500061035156,242.71299743652344,21699400.0
2015-03-30,242.8789978027344,249.24200439453125,239.2140045166016,247.5260009765625,23009600.0
2015-03-31,247.45399475097656,248.72999572753903,242.73899841308597,244.2239990234375,22672000.0
2015-04-01,244.22300720214844,247.5410003662109,241.16000366210935,247.27200317382807,22877200.0
2015-04-02,247.0890045166016,254.46099853515625,245.4160003662109,253.0050048828125,26272600.0
2015-04-03,253.07400512695312,256.0429992675781,251.8789978027344,254.32200622558597,23146600.0
2015-04-04,254.2910003662109,255.25799560546875,251.1000061035156,253.69700622558597,12493500.0
2015-04-05,253.7610015869141,260.67498779296875,251.94200134277344,260.5979919433594,19649200.0
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200.0
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400.0
2015-04-08,253.06399536132807,253.8470001220703,244.21499633789065,245.02200317382807,30086400.0
2015-04-09,244.75100708007807,246.1179962158203,239.3999938964844,243.67599487304688,21643500.0
2015-04-10,243.69400024414065,243.69400024414065,232.77099609375,236.07200622558597,28882000.0
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200.0
2015-04-12,236.53500366210935,237.72799682617188,233.4949951171875,236.1529998779297,12387900.0
2015-04-13,235.9499969482422,236.93499755859372,221.9960021972656,224.5870056152344,31181800.0
2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,31719000.0
2015-04-15,219.072998046875,223.8329925537109,218.6490020751953,223.8329925537109,22562000.0
2015-04-16,223.91700744628903,229.6719970703125,223.91700744628903,228.572998046875,24805400.0
2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800.0
2015-04-18,222.85299682617188,224.3159942626953,220.87600708007807,223.3560028076172,12939000.0
2015-04-19,223.45599365234372,226.35299682617188,222.3730010986328,222.6000061035156,15021500.0
2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007807,18364700.0
2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000.0
2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900.0
2015-04-23,234.0529937744141,236.4750061035156,233.19900512695312,236.4620056152344,17036000.0
2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109372,21448700.0
2015-04-25,231.2350006103516,232.56100463867188,226.3370056152344,226.38999938964844,13957200.0
2015-04-26,226.41000366210935,226.94400024414065,214.87399291992188,219.42999267578125,28943700.0
2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000.0
2015-04-28,228.968994140625,229.4949951171875,223.06900024414065,225.85499572753903,21469200.0
2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500.0
2015-04-30,225.6929931640625,239.56300354003903,224.9929962158203,236.1450042724609,33818600.0
2015-05-01,235.93899536132807,238.96600341796875,232.07899475097656,232.07899475097656,18815300.0
2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500.0
2015-05-03,234.8800048828125,243.2400054931641,234.0829925537109,240.3580017089844,18494100.0
2015-05-04,240.3560028076172,242.63800048828125,237.80999755859372,239.01800537109372,21223400.0
2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.1210021972656,23929100.0
2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.7819976806641,29587200.0
2015-05-07,229.66200256347656,239.10499572753903,228.572998046875,237.33399963378903,29064400.0
2015-05-08,237.20399475097656,246.2749938964844,236.2740020751953,243.86300659179688,27445500.0
2015-05-09,243.7689971923828,247.8040008544922,239.63900756835935,241.83200073242188,19790500.0
2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100.0
2015-05-11,240.2989959716797,244.2700042724609,239.37600708007807,242.1580047607422,20892300.0
2015-05-12,242.1450042724609,242.8809967041016,240.0989990234375,241.11199951171875,19282600.0
2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100.0
2015-05-14,236.2140045166016,237.7989959716797,234.0570068359375,236.9290008544922,24413700.0
2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753903,16329400.0
2015-05-16,237.6439971923828,237.69700622558597,235.2949981689453,236.1529998779297,11089700.0
2015-05-17,236.00999450683597,238.0249938964844,236.00999450683597,236.802001953125,11134300.0
2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300.0
2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558597,14241900.0
2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109372,15499400.0
2015-05-21,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,15108900.0
2015-05-22,235.3209991455078,240.968994140625,235.05999755859372,240.34800720214844,27003000.0
2015-05-23,240.28599548339844,241.0249938964844,238.6909942626953,238.8719940185547,14605000.0
2015-05-24,238.9759979248047,241.97799682617188,238.81100463867188,240.9530029296875,11508000.0
2015-05-25,240.927001953125,241.02099609375,236.63699340820312,237.1100006103516,14423900.0
2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000.0
2015-05-27,237.06500244140625,238.6360015869141,236.69500732421875,237.2830047607422,18837000.0
2015-05-28,237.2570037841797,237.82400512695312,236.6519927978516,237.4080047607422,13829600.0
2015-05-29,237.3769989013672,237.52200317382807,235.7310028076172,237.0959930419922,14805000.0
2015-05-30,237.0919952392578,237.09300231933597,232.04600524902344,233.34500122070312,14098600.0
2015-05-31,233.13499450683597,233.2519989013672,229.54200744628903,230.19000244140625,14730800.0
2015-06-01,230.2330017089844,231.71299743652344,221.29600524902344,222.92599487304688,26090500.0
2015-06-02,222.8939971923828,226.4160003662109,222.41900634765625,225.8029937744141,20459000.0
2015-06-03,225.73599243164065,227.4040069580078,223.92999267578125,225.87399291992188,17752400.0
2015-06-04,225.77200317382807,226.58099365234372,224.0540008544922,224.32400512695312,14728100.0
2015-06-05,224.1540069580078,225.96800231933597,223.1790008544922,224.95199584960935,18056500.0
2015-06-06,225.0050048828125,225.718994140625,224.3789978027344,225.61900329589844,11131500.0
2015-06-07,225.5959930419922,226.19400024414065,222.6519927978516,222.8809967041016,13318400.0
2015-06-08,222.8789978027344,229.4640045166016,222.8390045166016,228.48899841308597,23378400.0
2015-06-09,228.5379943847656,230.95399475097656,227.9290008544922,229.04800415039065,28353100.0
2015-06-10,228.9949951171875,229.7819976806641,228.00999450683597,228.8029937744141,15904800.0
2015-06-11,228.85499572753903,230.28700256347656,228.7669982910156,229.7050018310547,14416000.0
2015-06-12,229.7050018310547,231.0570068359375,229.31300354003903,229.98199462890625,14017700.0
2015-06-13,229.9199981689453,232.6519927978516,229.2100067138672,232.4019927978516,13305300.0
2015-06-14,232.44200134277344,234.8580017089844,232.0039978027344,233.54299926757807,12165900.0
2015-06-15,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,19912100.0
2015-06-16,236.76499938964844,251.74200439453125,236.1219940185547,250.8950042724609,41612000.0
2015-06-17,250.822998046875,256.8529968261719,246.4759979248047,249.28399658203125,43858400.0
2015-06-18,249.4279937744141,252.1080017089844,244.1269989013672,249.0070037841797,30980200.0
2015-06-19,249.04299926757807,250.9770050048828,243.78700256347656,244.6060028076172,23965300.0
2015-06-20,244.52999877929688,245.8280029296875,240.6269989013672,245.2120056152344,20608100.0
2015-06-21,245.1000061035156,245.2239990234375,241.8820037841797,243.94400024414065,10600900.0
2015-06-22,243.968994140625,247.91700744628903,243.7790069580078,246.9900054931641,17692500.0
2015-06-23,246.927001953125,247.3040008544922,243.13299560546875,244.29600524902344,15108700.0
2015-06-24,244.2819976806641,244.34100341796875,240.51499938964844,240.51499938964844,17344900.0
2015-06-25,240.3650054931641,243.33200073242188,240.3650054931641,242.7989959716797,16133100.0
2015-06-26,242.60400390625,243.74899291992188,241.5529937744141,243.593994140625,13983500.0
2015-06-27,243.5489959716797,251.3390045166016,243.11700439453125,250.9900054931641,20488600.0
2015-06-28,250.9550018310547,251.1719970703125,247.4340057373047,249.0110015869141,15137600.0
2015-06-29,248.7209930419922,257.1730041503906,248.58099365234372,257.0639953613281,34742900.0
2015-06-30,257.0360107421875,267.86700439453125,255.9459991455078,263.0719909667969,44533800.0
2015-07-01,263.3450012207031,265.1719970703125,255.7740020751953,258.6210021972656,27029800.0
2015-07-02,258.552001953125,261.6310119628906,254.11599731445312,255.41200256347656,21551900.0
2015-07-03,255.45899963378903,257.0769958496094,253.5050048828125,256.33599853515625,19033800.0
2015-07-04,256.4909973144531,261.4570007324219,254.1999969482422,260.885986328125,15620400.0
2015-07-05,260.80499267578125,274.5060119628906,258.70098876953125,271.9129943847656,44156100.0
2015-07-06,271.1080017089844,277.4219970703125,267.6000061035156,269.0299987792969,49154800.0
2015-07-07,269.9630126953125,271.34100341796875,264.8320007324219,266.2070007324219,28857600.0
2015-07-08,265.98199462890625,272.97100830078125,264.385986328125,270.7850036621094,36980200.0
2015-07-09,270.8269958496094,272.3349914550781,267.08599853515625,269.2279968261719,40301200.0
2015-07-10,269.156005859375,294.59100341796875,268.802001953125,284.8940124511719,100390000.0
2015-07-11,284.8800048828125,298.5060119628906,283.5299987792969,293.114990234375,41109900.0
2015-07-12,293.1400146484375,314.3940124511719,292.5050048828125,310.86700439453125,56405000.0
2015-07-13,310.8269958496094,310.947998046875,281.010986328125,292.0539855957031,62053900.0
2015-07-14,292.03399658203125,296.1470031738281,286.63800048828125,287.4639892578125,28727200.0
2015-07-15,288.0450134277344,293.2479858398437,285.36700439453125,285.8290100097656,27486600.0
2015-07-16,286.0419921875,291.1830139160156,275.239990234375,278.0889892578125,49482600.0
2015-07-17,278.09100341796875,280.2799987792969,272.0429992675781,279.47198486328125,27591400.0
2015-07-18,279.3309936523437,282.5270080566406,274.07501220703125,274.9010009765625,25187100.0
2015-07-19,274.7669982910156,275.6700134277344,272.51300048828125,273.614013671875,15332500.0
2015-07-20,273.4989929199219,278.9809875488281,272.9599914550781,278.9809875488281,22711400.0
2015-07-21,278.8819885253906,280.5469970703125,275.41900634765625,275.8330078125,22930700.0
2015-07-22,275.6570129394531,277.6659851074219,274.3810119628906,277.22198486328125,19389800.0
2015-07-23,277.34100341796875,278.1109924316406,275.71600341796875,276.04901123046875,18531300.0
2015-07-24,276.0050048828125,289.25299072265625,275.2539978027344,288.27801513671875,37199400.0
2015-07-25,288.1640014648437,290.7330017089844,286.00201416015625,288.6969909667969,20662200.0
2015-07-26,288.6400146484375,293.052001953125,287.7059936523437,292.6860046386719,16032300.0
2015-07-27,292.6390075683594,297.77398681640625,287.45001220703125,293.6239929199219,30592000.0
2015-07-28,293.63299560546875,296.64898681640625,293.4230041503906,294.427001953125,25453600.0
2015-07-29,294.4840087890625,294.5360107421875,288.7770080566406,289.5899963378906,24672600.0
2015-07-30,289.1029968261719,290.1260070800781,286.5679931640625,287.72198486328125,21635800.0
2015-07-31,287.6960144042969,288.9590148925781,282.343994140625,284.6499938964844,23629100.0
2015-08-01,284.6860046386719,284.9320068359375,278.11199951171875,281.6010131835937,18995000.0
2015-08-02,280.4490051269531,283.0320129394531,277.52899169921875,282.614013671875,17722200.0
2015-08-03,282.8059997558594,285.47100830078125,280.2330017089844,281.2269897460937,21474100.0
2015-08-04,281.2250061035156,285.7149963378906,281.2250061035156,285.2179870605469,21908700.0
2015-08-05,284.84698486328125,285.5010070800781,281.4880065917969,281.8819885253906,20128000.0
2015-08-06,281.906005859375,281.906005859375,278.40301513671875,278.5769958496094,18792100.0
2015-08-07,278.7409973144531,280.3919982910156,276.3659973144531,279.5849914550781,42484800.0
2015-08-08,279.74200439453125,279.9280090332031,260.7099914550781,260.9970092773437,58533000.0
2015-08-09,261.1159973144531,267.00299072265625,260.4679870605469,265.0830078125,23789600.0
2015-08-10,265.4779968261719,267.0320129394531,262.59600830078125,264.4700012207031,20979400.0
2015-08-11,264.3420104980469,270.385986328125,264.093994140625,270.385986328125,25433900.0
2015-08-12,270.5979919433594,270.6730041503906,265.468994140625,266.3760070800781,26815400.0
2015-08-13,266.1830139160156,266.23199462890625,262.84100341796875,264.0799865722656,27685500.0
2015-08-14,264.1319885253906,267.46600341796875,261.4779968261719,265.67999267578125,27091200.0
2015-08-15,265.52899169921875,266.6669921875,261.2959899902344,261.5509948730469,19321100.0
2015-08-16,261.8659973144531,262.44000244140625,257.0409851074219,258.5069885253906,29717000.0
2015-08-17,258.489990234375,260.5050048828125,257.11700439453125,257.9760131835937,21617900.0
2015-08-18,257.9259948730469,257.9930114746094,211.07899475097656,211.07899475097656,42147200.0
2015-08-19,225.67100524902344,237.40899658203125,222.76600646972656,226.6840057373047,60869200.0
2015-08-20,226.8990020751953,237.3650054931641,226.8990020751953,235.3500061035156,32275000.0
2015-08-21,235.35499572753903,236.4320068359375,231.7239990234375,232.56900024414065,23173800.0
2015-08-22,232.66200256347656,234.95700073242188,222.70399475097656,230.38999938964844,23205900.0
2015-08-23,230.37600708007807,232.7050018310547,225.5800018310547,228.16900634765625,18406600.0
2015-08-24,228.11199951171875,228.13900756835935,210.4429931640625,210.4949951171875,59220700.0
2015-08-25,210.0679931640625,226.3209991455078,199.56700134277344,221.60899353027344,61089200.0
2015-08-26,222.0760040283203,231.18299865722656,220.20399475097656,225.83099365234372,31808000.0
2015-08-27,226.0500030517578,228.64300537109372,223.6840057373047,224.7689971923828,21905400.0
2015-08-28,224.7010040283203,235.218994140625,220.92599487304688,231.39599609375,31336600.0
2015-08-29,231.5489959716797,233.2220001220703,227.3300018310547,229.77999877929688,17142500.0
2015-08-30,229.8950042724609,232.0679931640625,226.2469940185547,228.7610015869141,19412600.0
2015-08-31,229.11399841308597,231.95599365234372,225.9149932861328,230.05599975585935,20710700.0
2015-09-01,230.2559967041016,231.21600341796875,226.8600006103516,228.1210021972656,20575200.0
2015-09-02,228.0269927978516,230.57699584960935,226.4750061035156,229.28399658203125,18760400.0
2015-09-03,229.32400512695312,229.60499572753903,226.66700744628903,227.18299865722656,17482000.0
2015-09-04,227.21499633789065,230.8999938964844,227.05099487304688,230.29800415039065,20962400.0
2015-09-05,230.19900512695312,236.14300537109372,229.4429931640625,235.0189971923828,20671400.0
2015-09-06,234.8699951171875,242.91200256347656,234.68099975585935,239.83999633789065,25473700.0
2015-09-07,239.9340057373047,242.1060028076172,238.7220001220703,239.8470001220703,21192200.0
2015-09-08,239.8459930419922,245.781005859375,239.6779937744141,243.60699462890625,26879200.0
2015-09-09,243.4149932861328,244.4160003662109,237.8209991455078,238.16799926757807,23635700.0
2015-09-10,238.33599853515625,241.29299926757807,235.7910003662109,238.4770050048828,21215500.0
2015-09-11,238.32899475097656,241.16900634765625,238.32899475097656,240.10699462890625,19224700.0
2015-09-12,239.85499572753903,240.12399291992188,234.7539978027344,235.22900390625,17962600.0
2015-09-13,235.24200439453125,235.93499755859372,229.33200073242188,230.51199340820312,18478800.0
2015-09-14,230.60899353027344,232.44000244140625,227.96099853515625,230.6439971923828,20997800.0
2015-09-15,230.49200439453125,259.1820068359375,229.82200622558597,230.3040008544922,19177800.0
2015-09-16,230.25,231.21499633789065,227.4019927978516,229.09100341796875,20144200.0
2015-09-17,229.0760040283203,230.28500366210935,228.92599487304688,229.80999755859372,18935400.0
2015-09-18,233.52099609375,234.35299682617188,232.18499755859372,232.9750061035156,20242200.0
2015-09-19,232.8580017089844,233.2050018310547,231.0890045166016,231.4929962158203,12712600.0
2015-09-20,231.3990020751953,232.3650054931641,230.91000366210935,231.2120056152344,14444700.0
2015-09-21,231.2169952392578,231.2169952392578,226.52099609375,227.0850067138672,19678800.0
